1786471664,14.262022011006431,59.8,0x0
1786471678,14.272396101238103,58.2,0x0
1786471692,14.22822109318126,58.7,0x0
1786471707,14.277826806248605,58.7,0x0
1786471721,14.281005634142344,58.7,0x0
1786471735,14.277012446628065,59.8,0x0
1786471749,14.273941342808186,59.8,0x0
1786471763,14.269773928966064,60.4,0x0
1786471777,14.281687869855547,60.4,0x0
1786471791,14.279507799645655,60.9,0x0
1786471805,14.266436254210205,60.9,0x0
1786471819,14.277682069715636,60.4,0x0
1786471833,14.262413576904931,59.8,0x0
1786471848,14.272273881510442,60.9,0x0
1786471862,14.276532435853397,59.3,0x0
1786471876,14.265656772292443,61.5,0x0
1786471890,14.269479694815784,61.5,0x0
1786471904,14.274196029104228,60.9,0x0
1786471918,14.267590369490641,61.5,0x0
1786471932,14.268922821180075,60.9,0x0
1786471946,14.26147995655953,61.5,0x0
1786471960,14.269594739941988,60.4,0x0
1786471975,14.261176912181384,60.4,0x0
1786471989,14.26526706327438,60.9,0x0
1786472003,14.273874107142412,60.9,0x0
1786472017,14.27275258740027,59.8,0x0
1786472031,14.259532765019657,60.9,0x0
1786472045,14.275981125725353,62.0,0x0
1786472059,14.269492930001359,60.9,0x0
1786472073,14.27647536665558,61.5,0x0
1786472087,14.272259622678563,62.6,0x0
1786472101,14.26962833754121,62.6,0x0
1786472116,14.270101775079366,62.0,0x0
1786472130,14.280699720012603,62.0,0x0
1786472144,14.273500247645229,64.2,0x0
1786472158,14.27165568546013,61.5,0x0
1786472172,14.265057463574355,63.1,0x0
1786472186,14.276252189709407,62.0,0x0
1786472200,14.266321260007201,60.9,0x0
1786472214,14.26553365043237,61.5,0x0
1786472228,14.264874323247618,61.5,0x0
1786472243,14.261995568370118,62.0,0x0
1786472257,14.273674441323031,63.7,0x0
1786472271,14.271052817665966,61.5,0x0
1786472285,14.25732692941732,63.1,0x0
1786472299,14.271216768223024,60.9,0x0
1786472313,14.273095849476503,62.0,0x0
1786472327,14.267002093397219,63.1,0x0
1786472341,14.26553365043237,63.7,0x0
1786472355,14.27415935371745,62.6,0x0
1786472369,14.265366777915132,61.5,0x0
1786472384,14.269418609662052,63.1,0x0
1786472398,14.255008996336176,62.6,0x0
1786472412,14.272868703880793,62.6,0x0
1786472426,14.272248419330646,62.0,0x0
1786472440,14.265463441397547,62.6,0x0
1786472454,14.266507490487093,60.9,0x0
1786472468,14.271102715262815,62.6,0x0
1786472482,14.265858249011412,61.5,0x0
1786472496,14.268394493141681,62.0,0x0
1786472511,14.258359622777986,62.0,0x0
1786472525,14.276394859098765,62.0,0x0
1786472539,14.277769726702068,62.6,0x0
1786472553,14.270003012397636,63.7,0x0
1786472567,14.272979729300095,62.6,0x0
1786472581,14.271707624088931,62.6,0x0
1786472595,14.266799566660229,62.6,0x0
1786472609,14.270816572556576,61.5,0x0
1786472623,14.260424441568908,61.5,0x0
1786472638,14.269798364181666,61.5,0x0
1786472652,14.27308770063055,61.5,0x0
1786472666,14.272733234837201,64.2,0x0
1786472680,14.271259538553094,63.1,0x0
1786472694,14.27717449576946,62.6,0x0
1786472708,14.266617399281248,62.6,0x0
1786472722,14.282539481223889,62.6,0x0
1786472736,14.27258147182,62.6,0x0
1786472750,14.267020412682127,63.1,0x0
1786472764,14.275057954950915,63.1,0x0
1786472779,14.264172328889307,60.9,0x0
1786472793,14.276377534806523,62.6,0x0
